police officers&titleId=0&totalTokens=290187&title=police officers, home secretary, police forces, metropolitan police, antisocial behaviour, home office, chief constable, police crime commissioners, home affairs, organised crime&weight=0.025549310168625446&frequency=1200
asylum system&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.5925982624669905E-4&frequency=12
postgraduate students&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.5925982624669905E-4&frequency=12
higher education institutions&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.5925982624669905E-4&frequency=12
british universities&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.5925982624669905E-4&frequency=12
universities universities&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.5925982624669905E-4&frequency=12
points based system&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
immigration cases&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
uk population&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
open university&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
universities colleges&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
prospective students&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
warnings index&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
southampton itchen&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
uk economy&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
highly skilled&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
hundreds thousands&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
students studying&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
net migration uk&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=4.2098817405947415E-4&frequency=11
net migration tens thousands&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
uk citizens&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
immigration visa&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
sheffield brightside&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
affairs committee&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
number foreign&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
legitimate students&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
transitional controls&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
bogus students&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
university university&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
immigration nationality directorate&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
brodie clark&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.827165218722492E-4&frequency=10
tuition fee&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
time students&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
students students&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
migration rules&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
government policy&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
passport office&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
metropolitan university&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
mid sussex&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
british public&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
immigration numbers&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
country origin&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
large numbers&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
asylum applications&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
controlling immigration&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
security checks&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
borders system&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
identity register&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
id cards foreign nationals&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
illegal immigrant&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
biometric immigration&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
fees higher&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
foreign criminals&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
overseas visitors&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.444448696850243E-4&frequency=9
jeremy corbyn&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
postgraduate study&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
hong kong&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
access universities&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
higher level&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
security industry&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
student places&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
economic migration&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
science technology&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
home country&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
biometric visas&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
national identity register&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
ports airports&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
immigration officers&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
family migration&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
professor ebdon&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
end year&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
graduates earning&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
university applications&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
top universities&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
nicholas soames&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
backgrounds university&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
social mobility&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
identity fraud&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
romanians bulgarians&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
education system&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
visa system&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
points based&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
student loan&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
students graduates&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
passport database&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
habitual residence&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
fees universities&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
national scholarship&titleId=38&totalTokens=171075&title=tuition fees, id cards, home office, higher education, uk border agency, identity cards, home secretary, net migration, immigration rules, asylum seekers&weight=3.0617321749779936E-4&frequency=8
secretary state&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0021955809576915033&frequency=126
rh mr&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001986478009339932&frequency=114
chris leslie&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0018645012894681816&frequency=107
john mcdonnell&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0018470760437722172&frequency=106
chris whittaker craig whittingdale mr john wiggin&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0018122255523802886&frequency=104
mr brown&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0017773750609883599&frequency=102
ayes noes&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0016728235868125742&frequency=96
philip davies&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0015334216212448595&frequency=88
dr huppert&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0014114449013731094&frequency=81
mr redwood&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001341743918589252&frequency=77
stephen williams&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0013068934271973235&frequency=75
andrew george&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001289468181501359&frequency=74
caroline lucas&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0012371924444134663&frequency=71
simon hughes&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001219767198717502&frequency=70
mr hanson&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001219767198717502&frequency=70
geraint davies&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0011849167073255734&frequency=68
mr david&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0011326409702376804&frequency=65
mr jones&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0011326409702376804&frequency=65
grahame morris&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0011326409702376804&frequency=65
paul goggins&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001115215724541716&frequency=64
catherine mckinnell&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0010977904788457516&frequency=63
sheila gilmore&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.001062939987453823&frequency=61
charlie elphicke&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0010455147417578587&frequency=60
toby perkins&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=0.0010106642503659301&frequency=58
evans chris farrelly paul&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=9.758137589740016E-4&frequency=56
nic dakin&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=9.758137589740016E-4&frequency=56
richard graham&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=9.583885132780373E-4&frequency=55
luciana berger&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=9.583885132780373E-4&frequency=55
chris bryant&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=9.061127761901443E-4&frequency=52
mike crockart&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=9.061127761901443E-4&frequency=52
stephen timms&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.886875304941799E-4&frequency=51
cathy jamieson&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.886875304941799E-4&frequency=51
mr field&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.886875304941799E-4&frequency=51
ian lavery&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.712622847982156E-4&frequency=50
front bench&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.538370391022514E-4&frequency=49
mr slaughter&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.538370391022514E-4&frequency=49
labour government&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.189865477103227E-4&frequency=47
diana johnson&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.189865477103227E-4&frequency=47
andrew stunell&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.015613020143584E-4&frequency=46
jacob rees mogg&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.015613020143584E-4&frequency=46
hilary benn&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.015613020143584E-4&frequency=46
dan rogerson&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.015613020143584E-4&frequency=46
tom greatrex&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.015613020143584E-4&frequency=46
opposition members&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=8.015613020143584E-4&frequency=46
mr lammy&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.841360563183941E-4&frequency=45
barry gardiner&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.841360563183941E-4&frequency=45
fiona mactaggart&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.841360563183941E-4&frequency=45
robert halfon&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.667108106224297E-4&frequency=44
ian mearns&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.667108106224297E-4&frequency=44
jonathan loughton tim luff peter lumley karen macleod mary&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.492855649264654E-4&frequency=43
andrew gwynne&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.492855649264654E-4&frequency=43
huw irranca davies&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.318603192305012E-4&frequency=42
stella creasy&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.318603192305012E-4&frequency=42
labour party&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.318603192305012E-4&frequency=42
mr spencer&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.144350735345369E-4&frequency=41
julie hilling&titleId=39&totalTokens=923950&title=mr, rh, david, secretary state, john, rh mr, andrew, chris leslie, john mcdonnell, chris whittaker craig whittingdale mr john wiggin&weight=7.144350735345369E-4&frequency=41
